tweetid	tweet	tokens	langid	sentiment
1268	La truck De Pablo Thoe 😍😍😍😍👌	['La', 'truck', 'De', 'Pablo', 'Thoe', '😍😍😍😍👌']	['lang2', 'lang1', 'lang2', 'ne', 'ne', 'other']	positive
1269	@BallupWitCeeLos lmao a maña pa todo !! Yor going by car ? , damm make some firme ass crumble de master kush	['@BallupWitCeeLos', 'lmao', 'a', 'maña', 'pa', 'todo', '!!', 'Yor', 'going', 'by', 'car', '?', ',', 'damm', 'make', 'some', 'firme', 'ass', 'crumble', 'de', 'master', 'kush']	['other', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'lang1']	positive
1270	Un hombre caballeroso y romantico bale por dos!!!  #Winning	['Un', 'hombre', 'caballeroso', 'y', 'romantico', 'bale', 'por', 'dos', '!!!', '#Winning']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1']	positive
1271	@stahrlove hahaa spensa ill be extra sensitive with you then #corte	['@stahrlove', 'hahaa', 'spensa', 'ill', 'be', 'extra', 'sensitive', 'with', 'you', 'then', '#corte']	['other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2']	positive
1272	@sanluispotoyees De Nada Princesa♥ I'm so lucky to have such a gorgeous girlfriend like you♥	"['@sanluispotoyees', 'De', 'Nada', 'Princesa', '♥', 'I', ""'m"", 'so', 'lucky', 'to', 'have', 'such', 'a', 'gorgeous', 'girlfriend', 'like', 'you', '♥']"	['other', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	positive
1273	Presta atención a la estructura: That big of an influence: I've bought all her books, she’s that big of an influence on me.	"['Presta', 'atención', 'a', 'la', 'estructura', ':', 'That', 'big', 'of', 'an', 'influence', ':', 'I', ""'ve"", 'bought', 'all', 'her', 'books', ',', 'she', '’s', 'that', 'big', 'of', 'an', 'influence', 'on', 'me', '.']"	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	positive
1274	Toluca Vs Cruz Azul Vamos Mi Cruz Azul 💙	['Toluca', 'Vs', 'Cruz', 'Azul', 'Vamos', 'Mi', 'Cruz', 'Azul', '💙']	['ne', 'lang1', 'ne', 'ne', 'lang2', 'lang2', 'ne', 'ne', 'other']	positive
1275	Omg, omg k noche!!!!! ;)	['Omg', ',', 'omg', 'k', 'noche', '!!!!!', ';)']	['lang1', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other']	positive
1276	@TheWeedTweets thank for @ me culeros	['@TheWeedTweets', 'thank', 'for', '@', 'me', 'culeros']	['other', 'lang1', 'lang1', 'other', 'lang1', 'lang2']	positive
1277	@Urkatu ambos en ambos :) yo uso mucho well put	['@Urkatu', 'ambos', 'en', 'ambos', ':)', 'yo', 'uso', 'mucho', 'well', 'put']	['other', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1']	positive
1278	@choklatechipchk don't tripas carnitas I rember when I used to grow mustaches like that would look firme now everything connects all dark :(	"['@choklatechipchk', 'do', ""n't"", 'tripas', 'carnitas', 'I', 'rember', 'when', 'I', 'used', 'to', 'grow', 'mustaches', 'like', 'that', 'would', 'look', 'firme', 'now', 'everything', 'connects', 'all', 'dark', ':(']"	['other', 'lang1', 'lang1', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	negative
1279	When Laura was begging for the tacos to Pablo 😂😂😂 omg made my day 😂😂	['When', 'Laura', 'was', 'begging', 'for', 'the', 'tacos', 'to', 'Pablo', '😂😂😂', 'omg', 'made', 'my', 'day', '😂😂']	['lang1', 'ne', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'ne', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	positive
1280	Bring home the bacon: Ser capaz de mantener la familia. I’ve been working a lot of hours this week, I’m ready to bring home the bacon!	['Bring', 'home', 'the', 'bacon', ':', 'Ser', 'capaz', 'de', 'mantener', 'la', 'familia', '.', 'I', '’ve', 'been', 'working', 'a', 'lot', 'of', 'hours', 'this', 'week', ',', 'I', '’m', 'ready', 'to', 'bring', 'home', 'the', 'bacon', '!']	['lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	positive
1281	@the_Niish no habia pensado en ello, pero analizando, el verbo despues de cann't help es ing, el verbo despues de cann't help but es infinitiv	"['@the_Niish', 'no', 'habia', 'pensado', 'en', 'ello', ',', 'pero', 'analizando', ',', 'el', 'verbo', 'despues', 'de', 'can', ""n't"", 'help', 'es', 'ing', ',', 'el', 'verbo', 'despues', 'de', 'can', ""n't"", 'help', 'but', 'es', 'infinitiv']"	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang2']	positive
1282	Ahora dijo k siempre si..lol	['Ahora', 'dijo', 'k', 'siempre', 'si', '..', 'lol']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1']	positive
1283	@tebanquito si, la verdad en necesario, yo aprecio MUCHO estos comentarios :) ty ty	['@tebanquito', 'si', ',', 'la', 'verdad', 'en', 'necesario', ',', 'yo', 'aprecio', 'MUCHO', 'estos', 'comentarios', ':)', 'ty', 'ty']	['other', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang2']	positive
1284	@chelita1123 @princessstacy_  lmfaoooo 😂😂😂😂😂😂 & Omgg yes Vengan tomorrow I yo las Llevo ? 😎❤️	['@chelita1123', '@princessstacy_', 'lmfaoooo', '😂😂😂😂😂😂', '&', 'Omgg', 'yes', 'Vengan', 'tomorrow', 'I', 'yo', 'las', 'Llevo', '?', '😎', '❤', '️']	['other', 'other', 'lang1', 'other', 'other', 'lang1', 'lang1', 'lang2', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'other']	positive
1285	@chelita1123 omg I'm done with you Un Dia Te cuento /.- 😂👌	"['@chelita1123', 'omg', 'I', ""'m"", 'done', 'with', 'you', 'Un', 'Dia', 'Te', 'cuento', '/', '.', '-', '😂👌']"	['other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'other']	positive
1286	That was a firme workout :)	['That', 'was', 'a', 'firme', 'workout', ':)']	['lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'other']	positive
1287	Catch me at pescuesos subiendo el avion 😗💨🔥🍁✈#grifomelarifo	['Catch', 'me', 'at', 'pescuesos', 'subiendo', 'el', 'avion', '😗💨🔥🍁✈', '#grifomelarifo']	['lang1', 'lang1', 'lang1', 'ne', 'lang2', 'lang2', 'lang2', 'other', 'lang2']	positive
1288	@crystal_jaimes ohhh yeah nvm im trippin! :D lol jk  Y tu tocaya lmao	['@crystal_jaimes', 'ohhh', 'yeah', 'nvm', 'im', 'trippin', '!', ':D', 'lol', 'jk', 'Y', 'tu', 'tocaya', 'lmao']	['other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'other', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang1']	positive
1289	Como me Da Tanto coraje que me dejastes Como Si nada 👿   Pero nimodo la Vida Sigue I no Pienso perder Mi Tiempo c': Como antes Lo Acia 😓	"['Como', 'me', 'Da', 'Tanto', 'coraje', 'que', 'me', 'dejastes', 'Como', 'Si', 'nada', '👿', 'Pero', 'nimodo', 'la', 'Vida', 'Sigue', 'I', 'no', 'Pienso', 'perder', 'Mi', 'Tiempo', 'c', ""'"", ':', 'Como', 'antes', 'Lo', 'Acia', '😓']"	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'unk', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	negative
1290	Yo no se pero kiero fruta con chile..im really craving it. :D	['Yo', 'no', 'se', 'pero', 'kiero', 'fruta', 'con', 'chile', '..', 'im', 'really', 'craving', 'it', '.', ':D']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'other']	positive
1291	Hopefully this weekend I get some ceviche or aguachiles😋😋👌	['Hopefully', 'this', 'weekend', 'I', 'get', 'some', 'ceviche', 'or', 'aguachiles', '😋😋👌']	['lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'ne', 'other']	positive
1292	@princessstacy_ @chelita1123 so guys que paso ya me Perdi !? 😂 Stacy tu con Kien vas a ir	['@princessstacy_', '@chelita1123', 'so', 'guys', 'que', 'paso', 'ya', 'me', 'Perdi', '!?', '😂', 'Stacy', 'tu', 'con', 'Kien', 'vas', 'a', 'ir']	['other', 'other', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'ne', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	positive
1293	@crystal_jaimes eehhh kien save? Lol	['@crystal_jaimes', 'eehhh', 'kien', 'save', '?', 'Lol']	['other', 'lang2', 'lang2', 'lang2', 'other', 'lang1']	negative
1294	@cribhood10 Okay Pos Orasi Ya Te Voy Hablar 😌	['@cribhood10', 'Okay', 'Pos', 'Orasi', 'Ya', 'Te', 'Voy', 'Hablar', '😌']	['other', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
1295	Game on: Aceptar una apuesta. Person 1: I bet you $50 that the Longhorns will win the game. Person 2: Game on!	['Game', 'on', ':', 'Aceptar', 'una', 'apuesta', '.', 'Person', '1', ':', 'I', 'bet', 'you', '$50', 'that', 'the', 'Longhorns', 'will', 'win', 'the', 'game', '.', 'Person', '2', ':', 'Game', 'on', '!']	['lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'other', 'other', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'ne', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'other', 'other', 'lang1', 'lang1', 'other']	neutral
1296	@dankykaren_ hahah del 4thc ? idk I had some exotic og lol it was okay cx	['@dankykaren_', 'hahah', 'del', '4thc', '?', 'idk', 'I', 'had', 'some', 'exotic', 'og', 'lol', 'it', 'was', 'okay', 'cx']	['other', 'lang1', 'lang2', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'unk', 'lang1', 'lang1', 'lang1', 'lang1', 'ambiguous']	neutral
1297	No lo miro de lunes-sabado.... Pa mi suerte, fuck!!!	['No', 'lo', 'miro', 'de', 'lunes-sabado', '....', 'Pa', 'mi', 'suerte', ',', 'fuck', '!!!']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'other']	negative
1298	Hopefully this seco comes early	['Hopefully', 'this', 'seco', 'comes', 'early']	['lang1', 'lang1', 'lang2', 'lang1', 'lang1']	positive
1299	No me Llege con la torta lmao	['No', 'me', 'Llege', 'con', 'la', 'torta', 'lmao']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1']	negative
1300	@_BBonjour ill see ou as soon as I get out of class lol it's boring in here omfg ni te la creas que aburrido estoy😂😭😆	"['@_BBonjour', 'ill', 'see', 'ou', 'as', 'soon', 'as', 'I', 'get', 'out', 'of', 'class', 'lol', 'it', ""'s"", 'boring', 'in', 'here', 'omfg', 'ni', 'te', 'la', 'creas', 'que', 'aburrido', 'estoy', '😂😭😆']"	['other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
1301	@elizaaaabethhh_ true :( vamonos al FarWeezy (; lol jk	['@elizaaaabethhh_', 'true', ':(', 'vamonos', 'al', 'FarWeezy', '(;', 'lol', 'jk']	['other', 'lang1', 'other', 'lang2', 'lang2', 'lang1', 'other', 'lang1', 'lang1']	positive
1302	Your wish is my command: Tus deseos son órdenes :)	['Your', 'wish', 'is', 'my', 'command', ':', 'Tus', 'deseos', 'son', 'órdenes', ':)']	['lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
1303	@elizaaaabethhh_ Amor y Paz y Si No Les Gusta Uno Mas y 2 Pa'tras! Afuera Patras! ;D	"['@elizaaaabethhh_', 'Amor', 'y', 'Paz', 'y', 'Si', 'No', 'Les', 'Gusta', 'Uno', 'Mas', 'y', '2', ""Pa'tras!"", 'Afuera', 'Patras', '!', ';D']"	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang2', 'lang2', 'other', 'other']	positive
1304	He has a Novia 😒😂	['He', 'has', 'a', 'Novia', '😒😂']	['lang1', 'lang1', 'lang1', 'lang2', 'other']	negative
1305	Llámame al celular/móvil: Call me ON my cellphone	['Llámame', 'al', 'celular/móvil', ':', 'Call', 'me', 'ON', 'my', 'cellphone']	['lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1']	positive
1306	Fml no kiero haser mi hw! -__-	['Fml', 'no', 'kiero', 'haser', 'mi', 'hw', '!', '-__-']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'other']	negative
1307	@VHC95 aun que sea tu casa !!! Yo momma raised u better #buenconsejos☺😂 lmao	['@VHC95', 'aun', 'que', 'sea', 'tu', 'casa', '!!!', 'Yo', 'momma', 'raised', 'u', 'better', '#buenconsejos', '☺', '😂', 'lmao']	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'other', 'other', 'lang1']	positive
1308	@sanluispotoyees  Ya Vez!!! I have all the right to get jealous...	['@sanluispotoyees', 'Ya', 'Vez', '!!!', 'I', 'have', 'all', 'the', 'right', 'to', 'get', 'jealous', '...']	['other', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	negative
1309	Not too much on Mrs Landry tho ella fue mi madrina de mi cap and gown 😁	['Not', 'too', 'much', 'on', 'Mrs', 'Landry', 'tho', 'ella', 'fue', 'mi', 'madrina', 'de', 'mi', 'cap', 'and', 'gown', '😁']	['lang1', 'lang1', 'lang1', 'lang1', 'ne', 'ne', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'other']	positive
1310	Put money aside: Ahorrar (muy, muy usado) We need to put money aside for bills.	['Put', 'money', 'aside', ':', 'Ahorrar', '(', 'muy', ',', 'muy', 'usado', ')', 'We', 'need', 'to', 'put', 'money', 'aside', 'for', 'bills', '.']	['lang1', 'lang1', 'lang1', 'other', 'lang2', 'other', 'lang2', 'other', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	positive
1311	@crystal_jaimes uff girl those are old news...pense k ya savias?	['@crystal_jaimes', 'uff', 'girl', 'those', 'are', 'old', 'news', '...', 'pense', 'k', 'ya', 'savias', '?']	['other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	negative
1312	Up until today: Hasta el día de hoy (pero hoy si). I had never gotten pulled over up until today.	['Up', 'until', 'today', ':', 'Hasta', 'el', 'día', 'de', 'hoy', '(', 'pero', 'hoy', 'si', ')', '.', 'I', 'had', 'never', 'gotten', 'pulled', 'over', 'up', 'until', 'today', '.']	['lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	negative
1313	@crystal_jaimes lmao im telling u, siempre pensamos lo mismo!! :O thatd weird tho	['@crystal_jaimes', 'lmao', 'im', 'telling', 'u', ',', 'siempre', 'pensamos', 'lo', 'mismo', '!!', ':O', 'thatd', 'weird', 'tho']	['other', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang1', 'lang1', 'lang1']	positive
1314	Getting on my nerves:  Me está enloqueciendo This fly is getting on my nerves.	['Getting', 'on', 'my', 'nerves', ':', 'Me', 'está', 'enloqueciendo', 'This', 'fly', 'is', 'getting', 'on', 'my', 'nerves', '.']	['lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	negative
1315	@Antifas_4ever no dicen el vervo to go.  She left town to fly to London, normalmente She left for London. Si entendí la pregunta es to...	['@Antifas_4ever', 'no', 'dicen', 'el', 'vervo', 'to', 'go', '.', 'She', 'left', 'town', 'to', 'fly', 'to', 'London', ',', 'normalmente', 'She', 'left', 'for', 'London', '.', 'Si', 'entendí', 'la', 'pregunta', 'es', 'to', '...']	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'ne', 'other', 'lang2', 'lang1', 'lang1', 'lang1', 'ne', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other']	negative
1316	Nappy hair: Cabello muy rizado, como de afro I have a nappy hair, so I do it everyday to make it look better	['Nappy', 'hair', ':', 'Cabello', 'muy', 'rizado', ',', 'como', 'de', 'afro', 'I', 'have', 'a', 'nappy', 'hair', ',', 'so', 'I', 'do', 'it', 'everyday', 'to', 'make', 'it', 'look', 'better']	['lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1']	positive
1317	He’s up to something: Se trae algo entre manos He’s been acting strange lately, I know he’s up to something.	['He', '’s', 'up', 'to', 'something', ':', 'Se', 'trae', 'algo', 'entre', 'manos', 'He', '’s', 'been', 'acting', 'strange', 'lately', ',', 'I', 'know', 'he', '’s', 'up', 'to', 'something', '.']	['lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	negative
1318	Pamper: Consentir. I like to pamper my mom when she’s sick.	['Pamper', ':', 'Consentir', '.', 'I', 'like', 'to', 'pamper', 'my', 'mom', 'when', 'she', '’s', 'sick', '.']	['lang1', 'other', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	positive
1319	No to mention: Enfatizar algo q se agrega a un a lista. He's one of the kindest and most intelligent, not to mention handsome, men I know.	"['No', 'to', 'mention', ':', 'Enfatizar', 'algo', 'q', 'se', 'agrega', 'a', 'un', 'a', 'lista', '.', 'He', ""'s"", 'one', 'of', 'the', 'kindest', 'and', 'most', 'intelligent', ',', 'not', 'to', 'mention', 'handsome', ',', 'men', 'I', 'know', '.']"	['ambiguous', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'other']	positive
1320	Load dishwasher: Meter los utensilios de cocina en el lavaplatos. If you load the dishwasher, I’ll unload it.	['Load', 'dishwasher', ':', 'Meter', 'los', 'utensilios', 'de', 'cocina', 'en', 'el', 'lavaplatos', '.', 'If', 'you', 'load', 'the', 'dishwasher', ',', 'I', '’ll', 'unload', 'it', '.']	['lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	positive
1321	@Izzy_teee Es la pura neta !!  Lol , y yo que :p haha	['@Izzy_teee', 'Es', 'la', 'pura', 'neta', '!!', 'Lol', ',', 'y', 'yo', 'que', ':p', 'haha']	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang1']	positive
1322	Los ex's no se lloran una los remplasa>>	"['Los', 'ex', ""'s"", 'no', 'se', 'lloran', 'una', 'los', 'remplasa', '>>']"	['lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
1323	You can say that again: Muy cierto. Person 1: The economy is so bad! Person 2: You can say that again!	['You', 'can', 'say', 'that', 'again', ':', 'Muy', 'cierto', '.', 'Person', '1', ':', 'The', 'economy', 'is', 'so', 'bad', '!', 'Person', '2', ':', 'You', 'can', 'say', 'that', 'again', '!']	['lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'other', 'lang1', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	negative
1324	I’m Flattered: Me halaga/Estoy halagado. I’m flattered to hear that you’re coming to my baby shower.	['I', '’m', 'Flattered', ':', 'Me', 'halaga/Estoy', 'halagado', '.', 'I', '’m', 'flattered', 'to', 'hear', 'that', 'you', '’re', 'coming', 'to', 'my', 'baby', 'shower', '.']	['lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	positive
1325	@bgonzalez329 habla funny haha	['@bgonzalez329', 'habla', 'funny', 'haha']	['other', 'lang2', 'lang1', 'lang1']	positive
1326	@Loco_Saucedo pretty much! They just change a few things pero siempre casi es lo mismo!	['@Loco_Saucedo', 'pretty', 'much', '!', 'They', 'just', 'change', 'a', 'few', 'things', 'pero', 'siempre', 'casi', 'es', 'lo', 'mismo', '!']	['other', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
